"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group"
"6487","30300503","Point","Primary Copper Smelting /Reverberatory Smelting Furnace after Roaster","Industrial Processes - Non-ferrous Metals",""
"6488","30300504","Point","Primary Copper Smelting /Converter (All Configurations)","Industrial Processes - Non-ferrous Metals",""
"6489","30300505","Point","Primary Copper Smelting /Fire (Furnace) Refining","Industrial Processes - Non-ferrous Metals",""
"6490","30300506","Point","Primary Copper Smelting /Ore Concentrate Dryer","Industrial Processes - Non-ferrous Metals",""
"6491","30300507","Point","Primary Copper Smelting /Reverberatory Smelting Furnace w/ Ore Charge w/o Roasting","Industrial Processes - Non-ferrous Metals",""
"6492","30300508","Point","Primary Copper Smelting /Refined Metal Finishing Operations","Industrial Processes - Non-ferrous Metals",""
"6493","30300509","Point","Primary Copper Smelting /Fluidized Bed Roaster","Industrial Processes - Non-ferrous Metals",""
"6494","30300510","Point","Primary Copper Smelting /Electric Smelting Furnace","Industrial Processes - Non-ferrous Metals",""
"6495","30300511","Point","Primary Copper Smelting /Electrolytic Refining","Industrial Processes - Non-ferrous Metals",""
"6496","30300512","Point","Primary Copper Smelting /Flash Smelting","Industrial Processes - Non-ferrous Metals",""
"6497","30300513","Point","Primary Copper Smelting /Roasting: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6498","30300514","Point","Primary Copper Smelting /Reverberatory Furnace: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6499","30300515","Point","Primary Copper Smelting /Converter: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6500","30300516","Point","Primary Copper Smelting /Anode Refining Furnace: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6501","30300517","Point","Primary Copper Smelting /Slag Cleaning Furnace: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6502","30300518","Point","Primary Copper Smelting /Converter Slag Return: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6503","30300519","Point","Primary Copper Smelting /Unpaved Road Traffic: Fugitive Emissions","Industrial Processes - Non-ferrous Metals",""
"6504","30300521","Point","Primary Copper Smelting /Noranda Reactor","Industrial Processes - Non-ferrous Metals",""
"6505","30300522","Point","Primary Copper Smelting /Slag Cleaning Furnace","Industrial Processes - Non-ferrous Metals",""
"6506","30300523","Point","Primary Copper Smelting /Reverberatory Furnace with Converter","Industrial Processes - Non-ferrous Metals",""
"6507","30300524","Point","Primary Copper Smelting /AFT MHR+RF/FBR+EF","Industrial Processes - Non-ferrous Metals",""
"6508","30300525","Point","Primary Copper Smelting /Fluid Bed Roaster with Reverberatory Furnace and Converter","Industrial Processes - Non-ferrous Metals",""
"6509","30300526","Point","Primary Copper Smelting /Dryer with Electric Furnace and Cleaning Furnace and Convertor","Industrial Processes - Non-ferrous Metals",""
"6510","30300527","Point","Primary Copper Smelting /Dryer with Flash Furnace and Converter","Industrial Processes - Non-ferrous Metals",""
"6511","30300528","Point","Primary Copper Smelting /Norander Reactor and Converter","Industrial Processes - Non-ferrous Metals",""
"6512","30300529","Point","Primary Copper Smelting /Multiple Hearth Roaster with Reverberatory Furnace and Converter","Industrial Processes - Non-ferrous Metals",""
"6513","30300530","Point","Primary Copper Smelting /Fluid Bed Roaster with Electric Furnace and Converter","Industrial Processes - Non-ferrous Metals",""
"6514","30300531","Point","Primary Copper Smelting /Reverberatory Furnace After Multiple Hearth Roaster","Industrial Processes - Non-ferrous Metals",""
"6515","30300532","Point","Primary Copper Smelting /Reverberatory Furnace After Fluid Bed Roaster","Industrial Processes - Non-ferrous Metals",""
"6516","30300533","Point","Primary Copper Smelting /Electric Furnace After Concentrate Dryer","Industrial Processes - Non-ferrous Metals",""
"6517","30300534","Point","Primary Copper Smelting /Flash Furnace After Concentrate Dryer","Industrial Processes - Non-ferrous Metals",""
"6518","30300535","Point","Primary Copper Smelting /Electric Furnace After Fluid Bed Roaster","Industrial Processes - Non-ferrous Metals",""
"6519","30300541","Point","Primary Copper Smelting /Concentrate Dryer Followed by Noranda Reactors and Converter","Industrial Processes - Non-ferrous Metals",""
"6520","30300599","Point","Primary Copper Smelting /Other Not Classified","Industrial Processes - Non-ferrous Metals",""
"6521","30300601","Point","Ferroalloy, Open Furnace /50% FeSi: Electric Smelting Furnace","Industrial Processes - Ferrous Metals",""
"6522","30300602","Point","Ferroalloy, Open Furnace /75% FeSi: Electric Smelting Furnace","Industrial Processes - Ferrous Metals",""
"6523","30300603","Point","Ferroalloy, Open Furnace /90% FeSi: Electric Smelting Furnace","Industrial Processes - Ferrous Metals",""
"6524","30300604","Point","Ferroalloy, Open Furnace /Silicon Metal: Electric Smelting Furnace","Industrial Processes - Ferrous Metals",""
"6525","30300605","Point","Ferroalloy, Open Furnace /Silicomanaganese: Electric Smelting Furnace","Industrial Processes - Ferrous Metals",""
"6526","30300606","Point","Ferroalloy, Open Furnace /80% Ferromanganese","Industrial Processes - Ferrous Metals",""
"6527","30300607","Point","Ferroalloy, Open Furnace /80% Ferrochromium","Industrial Processes - Ferrous Metals",""
"6528","30300608","Point","Ferroalloy, Open Furnace /Raw Material Unloading","Industrial Processes - Storage and Transfer",""
"6529","30300609","Point","Ferroalloy, Open Furnace /Raw Material Crushing","Industrial Processes - Ferrous Metals",""
"6530","30300610","Point","Ferroalloy, Open Furnace /Ore Screening","Industrial Processes - Ferrous Metals",""
"6531","30300611","Point","Ferroalloy, Open Furnace /Ore Dryer","Industrial Processes - Ferrous Metals",""
"6532","30300613","Point","Ferroalloy, Open Furnace /Raw Material Storage","Industrial Processes - Storage and Transfer",""
"6533","30300614","Point","Ferroalloy, Open Furnace /Raw Material Transfer","Industrial Processes - Storage and Transfer",""
"6534","30300615","Point","Ferroalloy, Open Furnace /Ferromanganese: Blast Furnace","Industrial Processes - Ferrous Metals",""
"6535","30300616","Point","Ferroalloy, Open Furnace /Ferrosilicon: Blast Furnace","Industrial Processes - Ferrous Metals",""
"6536","30300617","Point","Ferroalloy, Open Furnace /Cast House","Industrial Processes - Ferrous Metals",""
"6537","30300618","Point","Ferroalloy, Open Furnace /Mix House/Weighing","Industrial Processes - Ferrous Metals",""
"6538","30300619","Point","Ferroalloy, Open Furnace /Raw Material Charging","Industrial Processes - Ferrous Metals",""
"6539","30300620","Point","Ferroalloy, Open Furnace /Tapping","Industrial Processes - Ferrous Metals",""
"6540","30300621","Point","Ferroalloy, Open Furnace /Casting","Industrial Processes - Ferrous Metals",""
"6541","30300622","Point","Ferroalloy, Open Furnace /Cooling","Industrial Processes - Ferrous Metals",""
"6542","30300623","Point","Ferroalloy, Open Furnace /Product Crushing","Industrial Processes - Ferrous Metals",""
"6543","30300624","Point","Ferroalloy, Open Furnace /Product Storage","Industrial Processes - Storage and Transfer",""
"6544","30300625","Point","Ferroalloy, Open Furnace /Product Loading","Industrial Processes - Ferrous Metals",""
"6545","30300651","Point","Ferroalloy, Open Furnace /Sealed Furnace: Ferromanganese: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6546","30300652","Point","Ferroalloy, Open Furnace /Sealed Furnace: Ferrochromium: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6547","30300653","Point","Ferroalloy, Open Furnace /Sealed Furnace: Ferrochromium Silica: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6548","30300654","Point","Ferroalloy, Open Furnace /Sealed Furnace: EAF - Other Alloys: Specify in Comment","Industrial Processes - Ferrous Metals",""
"6549","30300699","Point","Ferroalloy, Open Furnace /Other Not Classified","Industrial Processes - Ferrous Metals",""
"6550","30300701","Point","Ferroalloy, Semi-covered Furnace /Ferromanganese: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6551","30300702","Point","Ferroalloy, Semi-covered Furnace /Electric Arc Furnace: Other Alloys/Specify","Industrial Processes - Ferrous Metals",""
"6552","30300703","Point","Ferroalloy, Semi-covered Furnace /Ferrochromium: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6553","30300704","Point","Ferroalloy, Semi-covered Furnace /Ferrochromium Silicon: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6554","30300801","Point","Iron Production /Ore Charging","Industrial Processes - Ferrous Metals",""
"6555","30300802","Point","Iron Production /Agglomerate Charging","Industrial Processes - Ferrous Metals",""
"6556","30300804","Point","Iron Production /Loader: Hi-Silt","Industrial Processes - Storage and Transfer",""
"6557","30300805","Point","Iron Production /Loader: Low-Silt","Industrial Processes - Storage and Transfer",""
"6558","30300808","Point","Iron Production /Slag Crushing and Sizing","Industrial Processes - Ferrous Metals",""
"6559","30300809","Point","Iron Production /Slag Removal and Dumping","Industrial Processes - Storage and Transfer",""
"6560","30300811","Point","Iron Production /Raw Material Stockpiles, Coke Breeze, Limestone, Ore Fines","Industrial Processes - Storage and Transfer",""
"6561","30300812","Point","Iron Production /Raw Material Transfer/Handling","Industrial Processes - Storage and Transfer",""
"6562","30300813","Point","Iron Production /Windbox","Industrial Processes - Ferrous Metals",""
"6563","30300814","Point","Iron Production /Discharge End","Industrial Processes - Ferrous Metals",""
"6564","30300815","Point","Iron Production /Sinter Breaker","Industrial Processes - Ferrous Metals",""
"6565","30300816","Point","Iron Production /Hot Screening","Industrial Processes - Ferrous Metals",""
"6566","30300817","Point","Iron Production /Cooler","Industrial Processes - Ferrous Metals",""
"6567","30300818","Point","Iron Production /Cold Screening","Industrial Processes - Ferrous Metals",""
"6568","30300819","Point","Iron Production /Sinter Process (Combined Code includes 15,16,17,18)","Industrial Processes - Ferrous Metals",""
"6569","30300820","Point","Iron Production /Sinter Conveyor: Transfer Station","Industrial Processes - Storage and Transfer",""
"6570","30300821","Point","Iron Production /Unload Ore, Pellets, Limestone, into Blast Furnace","Industrial Processes - Storage and Transfer",""
"6571","30300822","Point","Iron Production /Raw Material Stockpile: Ore, Pellets, Limestone, Coke, Sinter","Industrial Processes - Storage and Transfer",""
"6572","30300823","Point","Iron Production /Charge Materials: Transfer/Handling","Industrial Processes - Storage and Transfer",""
"6573","30300824","Point","Iron Production /Blast Heating Stoves","Industrial Processes - Ferrous Metals",""
"6574","30300825","Point","Iron Production /Cast House","Industrial Processes - Ferrous Metals",""
"6575","30300826","Point","Iron Production /Blast Furnace Slips","Industrial Processes - Ferrous Metals",""
"6576","30300827","Point","Iron Production /Lump Ore Unloading","Industrial Processes - Storage and Transfer",""
"6577","30300828","Point","Iron Production /Blast Furnace: Local Evacuation","Industrial Processes - Ferrous Metals",""
"6578","30300829","Point","Iron Production /Blast Furnace: Taphole and Trough","Industrial Processes - Ferrous Metals",""
"6579","30300831","Point","Iron Production /Unpaved Roads: Light Duty Vehicles","Industrial Processes - Storage and Transfer",""
"6580","30300832","Point","Iron Production /Unpaved Roads: Medium Duty Vehicles","Industrial Processes - Storage and Transfer",""
"6581","30300833","Point","Iron Production /Unpaved Roads: Heavy Duty Vehicles","Industrial Processes - Storage and Transfer",""
"6582","30300834","Point","Iron Production /Paved Roads: All Vehicle Types","Industrial Processes - Storage and Transfer",""
"6583","30300841","Point","Iron Production /Flue Dust Unloading","Industrial Processes - Storage and Transfer",""
"6584","30300842","Point","Iron Production /Blended Ore Unloading","Industrial Processes - Storage and Transfer",""
"6585","30300899","Point","Iron Production /See Comment **","Industrial Processes - Ferrous Metals",""
"6586","30300901","Point","Steel Manuf /Open Hearth Furnace: Stack","Industrial Processes - Ferrous Metals",""
"6587","30300904","Point","Steel Manuf /Electric Arc Furnace: Alloy Steel (Stack)","Industrial Processes - Ferrous Metals",""
"6588","30300906","Point","Steel Manuf /Charging: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6589","30300907","Point","Steel Manuf /Tapping: Electric Arc Furnace","Industrial Processes - Ferrous Metals",""
"6590","30300908","Point","Steel Manuf /Electric Arc Furnace: Carbon Steel (Stack)","Industrial Processes - Ferrous Metals",""
"6591","30300910","Point","Steel Manuf /Pickling","Industrial Processes - Ferrous Metals",""
"6592","30300911","Point","Steel Manuf /Soaking Pits","Industrial Processes - Ferrous Metals",""
"6593","30300912","Point","Steel Manuf /Grinding","Industrial Processes - Ferrous Metals",""
"6594","30300913","Point","Steel Manuf /Basic Oxygen Furnace: Open Hood-Stack","Industrial Processes - Ferrous Metals",""
"6595","30300914","Point","Steel Manuf /Basic Oxygen Furnace: Closed Hood-Stack","Industrial Processes - Ferrous Metals",""
"6596","30300915","Point","Steel Manuf /Hot Metal (Iron) Transfer to Steelmaking Furnace","Industrial Processes - Storage and Transfer",""
"6597","30300916","Point","Steel Manuf /Charging: BOF","Industrial Processes - Ferrous Metals",""
"6598","30300917","Point","Steel Manuf /Tapping: BOF","Industrial Processes - Ferrous Metals",""
"6599","30300918","Point","Steel Manuf /Charging: Open Hearth","Industrial Processes - Ferrous Metals",""
"6600","30300919","Point","Steel Manuf /Tapping: Open Hearth","Industrial Processes - Ferrous Metals",""
"6601","30300920","Point","Steel Manuf /Hot Metal Desulfurization","Industrial Processes - Ferrous Metals",""
"6602","30300921","Point","Steel Manuf /Teeming (Unleaded Steel)","Industrial Processes - Ferrous Metals",""
"6603","30300922","Point","Steel Manuf /Continuous Casting","Industrial Processes - Ferrous Metals",""
"6604","30300923","Point","Steel Manuf /Steel Furnace Slag Tapping and Dumping","Industrial Processes - Ferrous Metals",""
"6605","30300924","Point","Steel Manuf /Steel Furnace Slag Processing","Industrial Processes - Ferrous Metals",""
"6606","30300925","Point","Steel Manuf /Teeming (Leaded Steel)","Industrial Processes - Ferrous Metals",""
"6607","30300926","Point","Steel Manuf /Electric Induction Furnace","Industrial Processes - Ferrous Metals",""
"6608","30300927","Point","Steel Manuf /Steel Scrap Preheater","Industrial Processes - Ferrous Metals",""
"6609","30300928","Point","Steel Manuf /Argon-oxygen Decarburization","Industrial Processes - Ferrous Metals",""
"6610","30300929","Point","Steel Manuf /Steel Plate Burner/Torch Cutter","Industrial Processes - Ferrous Metals",""
"6611","30300930","Point","Steel Manuf /Q-BOP Melting and Refining","Industrial Processes - Ferrous Metals",""
"6612","30300931","Point","Steel Manuf /Hot Rolling","Industrial Processes - Ferrous Metals",""
"6613","30300932","Point","Steel Manuf /Scarfing","Industrial Processes - Ferrous Metals",""
"6614","30300933","Point","Steel Manuf /Reheat Furnaces","Industrial Processes - Ferrous Metals",""
"6615","30300934","Point","Steel Manuf /Heat Treating Furnaces: Annealing","Industrial Processes - Ferrous Metals",""
"6616","30300935","Point","Steel Manuf /Cold Rolling","Industrial Processes - Ferrous Metals",""
"6617","30300936","Point","Steel Manuf /Coating: Tin, Zinc, etc.","Industrial Processes - Ferrous Metals",""
"6618","30300998","Point","Steel Manuf /Other Not Classified","Industrial Processes - Ferrous Metals",""
"6619","30300999","Point","Steel Manuf /Other Not Classified","Industrial Processes - Ferrous Metals",""
"6620","30301001","Point","Lead Production /Sintering: Single Stream","Industrial Processes - Non-ferrous Metals",""
"6621","30301002","Point","Lead Production /Blast Furnace Operation","Industrial Processes - Non-ferrous Metals",""
"6622","30301003","Point","Lead Production /Dross Reverberatory Furnace","Industrial Processes - Non-ferrous Metals",""
"6623","30301004","Point","Lead Production /Ore Crushing","Industrial Processes - Non-ferrous Metals",""
"6624","30301005","Point","Lead Production /Materials Handling (Includes 11, 12, 13, 04, 14)","Industrial Processes - Non-ferrous Metals",""
"6625","30301006","Point","Lead Production /Sintering: Dual Stream Feed End","Industrial Processes - Non-ferrous Metals",""
"6626","30301007","Point","Lead Production /Sintering: Dual Stream Discharge End","Industrial Processes - Non-ferrous Metals",""
"6627","30301008","Point","Lead Production /Slag Fume Furnace","Industrial Processes - Non-ferrous Metals",""
"6628","30301009","Point","Lead Production /Lead Drossing","Industrial Processes - Non-ferrous Metals",""
"6629","30301010","Point","Lead Production /Raw Material Crushing and Grinding","Industrial Processes - Non-ferrous Metals",""
"6630","30301011","Point","Lead Production /Raw Material Unloading","Industrial Processes - Storage and Transfer",""
"6631","30301012","Point","Lead Production /Raw Material Storage Piles","Industrial Processes - Storage and Transfer",""
"6632","30301013","Point","Lead Production /Raw Material Transfer","Industrial Processes - Storage and Transfer",""
"6633","30301014","Point","Lead Production /Sintering Charge Mixing","Industrial Processes - Non-ferrous Metals",""
"6634","30301015","Point","Lead Production /Sinter Crushing/Screening","Industrial Processes - Non-ferrous Metals",""
"6635","30301016","Point","Lead Production /Sinter Transfer","Industrial Processes - Storage and Transfer",""
"6636","30301017","Point","Lead Production /Sinter Fines Return Handling","Industrial Processes - Non-ferrous Metals",""
"6637","30301018","Point","Lead Production /Blast Furnace Charging","Industrial Processes - Non-ferrous Metals",""
"6638","30301019","Point","Lead Production /Blast Furnace Tapping (Metal and Slag)","Industrial Processes - Non-ferrous Metals",""
"6639","30301020","Point","Lead Production /Blast Furnace Lead Pouring","Industrial Processes - Non-ferrous Metals",""
"6640","30301021","Point","Lead Production /Blast Furnace Slag Pouring","Industrial Processes - Non-ferrous Metals",""
"6641","30301022","Point","Lead Production /Lead Refining/Silver Retort","Industrial Processes - Non-ferrous Metals",""
"6642","30301023","Point","Lead Production /Lead Casting","Industrial Processes - Non-ferrous Metals",""
"6643","30301024","Point","Lead Production /Reverberatory or Kettle Softening","Industrial Processes - Non-ferrous Metals",""
"6644","30301025","Point","Lead Production /Sinter Machine Leakage","Industrial Processes - Non-ferrous Metals",""
"6645","30301026","Point","Lead Production /Sinter Dump Area","Industrial Processes - Storage and Transfer",""
"6646","30301027","Point","Lead Production /Vacuum Distillation","Industrial Processes - Non-ferrous Metals",""
"6647","30301028","Point","Lead Production /Tetrahedrite Dryer","Industrial Processes - Non-ferrous Metals",""
"6648","30301029","Point","Lead Production /Sinter Machine (Weak Gas)","Industrial Processes - Non-ferrous Metals",""
"6649","30301030","Point","Lead Production /Sinter Storage","Industrial Processes - Non-ferrous Metals",""
"6650","30301031","Point","Lead Production /Speiss Pit","Industrial Processes - Non-ferrous Metals",""
"6651","30301032","Point","Lead Production /Ore Screening","Industrial Processes - Non-ferrous Metals",""
"6652","30301099","Point","Lead Production /Other Not Classified","Industrial Processes - Non-ferrous Metals",""
"6653","30301101","Point","Molybdenum Mining: General","Industrial Processes - Non-ferrous Metals",""
"6654","30301102","Point","Molybdenum Milling: General","Industrial Processes - Non-ferrous Metals",""
"6655","30301199","Point","Molybdenum Other Not Classified","Industrial Processes - Non-ferrous Metals",""
"6656","30301201","Point","Titanium Production - Chlorination","Industrial Processes - Non-ferrous Metals",""
"6657","30301202","Point","Titanium Production - Drying Titanium Sand Ore (Cyclone Exit)","Industrial Processes - Non-ferrous Metals",""
"6658","30301299","Point","Titanium Production - Other Not Classified","Industrial Processes - Non-ferrous Metals",""
"6659","30301301","Point","Gold Production - General Processes","Industrial Processes - Non-ferrous Metals",""
"6660","30301302","Point","Gold Production - Fines Crushing","Industrial Processes - Non-ferrous Metals",""
"6661","30301401","Point","Barium Ore Processing /Ore Grinding","Industrial Processes - Non-ferrous Metals",""
"6662","30301402","Point","Barium Ore Processing /Reduction Kiln","Industrial Processes - Non-ferrous Metals",""
"6663","30301403","Point","Barium Ore Processing /Dryers/Calciners","Industrial Processes - Non-ferrous Metals",""
"6664","30301499","Point","Barium Ore Processing /Other Not Classified","Industrial Processes - Non-ferrous Metals",""
"6665","30301501","Point","Integr Iron&Steel Manuf /Integrated Iron and Steel Foundries","Industrial Processes - Ferrous Metals",""
"6666","30301502","Point","Integr Iron&Steel Manuf /Sintering: Raw Materials Handling","Industrial Processes - Ferrous Metals",""
"6667","30301503","Point","Integr Iron&Steel Manuf /Sintering: Windbox","Industrial Processes - Ferrous Metals",""
"6668","30301504","Point","Integr Iron&Steel Manuf /Sintering: Discharge End","Industrial Processes - Ferrous Metals",""
"6669","30301505","Point","Integr Iron&Steel Manuf /Sintering: Cooler","Industrial Processes - Ferrous Metals",""
"6670","30301506","Point","Integr Iron&Steel Manuf /Sintering: Cold Screen","Industrial Processes - Ferrous Metals",""
"6671","30301510","Point","Integr Iron&Steel Manuf /Blast Furnace: Slip","Industrial Processes - Ferrous Metals",""
"6672","30301511","Point","Integr Iron&Steel Manuf /Blast Furnace: Charging","Industrial Processes - Ferrous Metals",""
"6673","30301512","Point","Integr Iron&Steel Manuf /Blast Furnace: Casting, Uncontrolled Casthouse Roof Monitor","Industrial Processes - Ferrous Metals",""
"6674","30301513","Point","Integr Iron&Steel Manuf /Blast Furnace: Casting, Furnace with Local Evacuation","Industrial Processes - Ferrous Metals",""
"6675","30301514","Point","Integr Iron&Steel Manuf /Blast Furnace: Taphole and Trough Only","Industrial Processes - Ferrous Metals",""
"6676","30301518","Point","Integr Iron&Steel Manuf /Hot Metal Desulfurization","Industrial Processes - Ferrous Metals",""
"6677","30301520","Point","Integr Iron&Steel Manuf /Basic Oxygen Furnace (BOF)","Industrial Processes - Ferrous Metals",""
"6678","30301521","Point","Integr Iron&Steel Manuf /BOF, Top Blown Furnace: Charging","Industrial Processes - Ferrous Metals",""
"6679","30301522","Point","Integr Iron&Steel Manuf /BOF, Top Blown Furnace: Melting and Refining","Industrial Processes - Ferrous Metals",""
"6680","30301523","Point","Integr Iron&Steel Manuf /BOF, Top Blown Furnace: Tapping","Industrial Processes - Ferrous Metals",""
"6681","30301524","Point","Integr Iron&Steel Manuf /BOF, Top Blown Furnace: Hot Metal Transfer","Industrial Processes - Storage and Transfer",""
"6682","30301530","Point","Integr Iron&Steel Manuf /QBOP: Melting and Refining","Industrial Processes - Ferrous Metals",""
"6683","30301540","Point","Integr Iron&Steel Manuf /Electric Arc Furnace (EAF): Charging","Industrial Processes - Ferrous Metals",""
"6684","30301541","Point","Integr Iron&Steel Manuf /EAF: Melting and Refining","Industrial Processes - Ferrous Metals",""
"6685","30301542","Point","Integr Iron&Steel Manuf /EAF: Tapping","Industrial Processes - Ferrous Metals",""
"6686","30301543","Point","Integr Iron&Steel Manuf /EAF: Slagging","Industrial Processes - Ferrous Metals",""
"6687","30301550","Point","Integr Iron&Steel Manuf /Open Hearth Furnace: Charging","Industrial Processes - Ferrous Metals",""
"6688","30301551","Point","Integr Iron&Steel Manuf /Open Hearth Furnace: Melting and Refining","Industrial Processes - Ferrous Metals",""
"6689","30301552","Point","Integr Iron&Steel Manuf /Open Hearth Furnace: Tapping","Industrial Processes - Ferrous Metals",""
"6690","30301553","Point","Integr Iron&Steel Manuf /Open Hearth Furnace: Hot Metal Transfer","Industrial Processes - Storage and Transfer",""
"6691","30301554","Point","Integr Iron&Steel Manuf /Open Hearth Furnace: Slagging","Industrial Processes - Ferrous Metals",""
"6692","30301560","Point","Integr Iron&Steel Manuf /Teeming: Leaded Steel","Industrial Processes - Ferrous Metals",""
"6693","30301561","Point","Integr Iron&Steel Manuf /Teeming: Unleaded Steel","Industrial Processes - Ferrous Metals",""
"6694","30301570","Point","Integr Iron&Steel Manuf /Machine Scarfing","Industrial Processes - Ferrous Metals",""
"6695","30301571","Point","Integr Iron&Steel Manuf /Manual Scarfing","Industrial Processes - Ferrous Metals",""
"6696","30301580","Point","Integr Iron&Steel Manuf /Misc Combustion Sources","Industrial Processes - Ferrous Metals",""
"6697","30301581","Point","Integr Iron&Steel Manuf /Misc Combustion Sources: Blast Furnace Stoves","Industrial Processes - Ferrous Metals",""
"6698","30301582","Point","Integr Iron&Steel Manuf /Misc Combustion Sources: Boilers","Industrial Processes - Ferrous Metals",""
"6699","30301583","Point","Integr Iron&Steel Manuf /Misc Combustion Sources: Soaking Pits","Industrial Processes - Ferrous Metals",""
"6700","30301584","Point","Integr Iron&Steel Manuf /Misc Combustion Sources: Reheat Furnaces","Industrial Processes - Ferrous Metals",""
"6701","30301590","Point","Integr Iron&Steel Manuf /Open Dust Sources","Industrial Processes - Ferrous Metals",""
"6702","30301591","Point","Integr Iron&Steel Manuf /Continuous Drop: Conveyor Transfer Station","Industrial Processes - Storage and Transfer",""
"6703","30301592","Point","Integr Iron&Steel Manuf /Pile Formation Stacker: Pellet Ore","Industrial Processes - Storage and Transfer",""
"6704","30301593","Point","Integr Iron&Steel Manuf /Pile Formation Stacker: Lump Ore","Industrial Processes - Storage and Transfer",""
"6705","30301594","Point","Integr Iron&Steel Manuf /Pile Formation Stacker: Coal","Industrial Processes - Storage and Transfer",""
"6706","30301595","Point","Integr Iron&Steel Manuf /Batch Drops Front End Loader Truck: High Silt Slag","Industrial Processes - Storage and Transfer",""
"6707","30301596","Point","Integr Iron&Steel Manuf /Batch Drops Front End Loader Truck: Low Silt Slag","Industrial Processes - Storage and Transfer",""
"6708","30302301","Point","Taconite Iron Ore Processing /Primary Crushing","Industrial Processes - Ferrous Metals",""
"6709","30302302","Point","Taconite Iron Ore Processing /Tertiary Crusher","Industrial Processes - Ferrous Metals",""
"6710","30302303","Point","Taconite Iron Ore Processing /Ore Screening","Industrial Processes - Ferrous Metals",""
"6711","30302304","Point","Taconite Iron Ore Processing /Ore Transfer","Industrial Processes - Storage and Transfer",""
"6712","30302305","Point","Taconite Iron Ore Processing /Ore Storage","Industrial Processes - Storage and Transfer",""
"6713","30302306","Point","Taconite Iron Ore Processing /Dry Grinding/Milling","Industrial Processes - Ferrous Metals",""
"6714","30302307","Point","Taconite Iron Ore Processing /Bentonite Storage","Industrial Processes - Storage and Transfer",""
"6715","30302308","Point","Taconite Iron Ore Processing /Bentonite Blending","Industrial Processes - Ferrous Metals",""
"6716","30302309","Point","Taconite Iron Ore Processing /Traveling Grate Feed** (use 3-03-023-79)","Industrial Processes - Storage and Transfer",""
"6717","30302310","Point","Taconite Iron Ore Processing /Traveling Grate Discharge** (use 3-03-023-80)","Industrial Processes - Storage and Transfer",""
"6718","30302311","Point","Taconite Iron Ore Processing /Chip Regrinding","Industrial Processes - Ferrous Metals",""
"6719","30302312","Point","Taconite Iron Ore Processing /Indurating Furnace: Gas Fired** (see 3-03-023-51 thru -88)","Industrial Processes - Ferrous Metals",""
"6720","30302313","Point","Taconite Iron Ore Processing /Indurating Furnace: Oil Fired** (see 3-03-023-51 thru -88)","Industrial Processes - Ferrous Metals",""
"6721","30302314","Point","Taconite Iron Ore Processing /Indurating Furnace: Coal Fired** (see 3-03-023-51 thru -88)","Industrial Processes - Ferrous Metals",""
"6722","30302315","Point","Taconite Iron Ore Processing /Pellet Cooler","Industrial Processes - Ferrous Metals",""
"6723","30302316","Point","Taconite Iron Ore Processing /Pellet Transfer to Storage","Industrial Processes - Storage and Transfer",""
"6724","30302317","Point","Taconite Iron Ore Processing /Magnetic Separation","Industrial Processes - Ferrous Metals",""
"6725","30302318","Point","Taconite Iron Ore Processing /Non-magnetic Separation","Industrial Processes - Ferrous Metals",""
"6726","30302319","Point","Taconite Iron Ore Processing /Kiln** (see 3-03-023-51 thru -88)","Industrial Processes - Ferrous Metals",""
"6727","30302320","Point","Taconite Iron Ore Processing /Conveyors, Transfer, and Loading** (see 3-03-023-51 thru -88)","Industrial Processes - Storage and Transfer",""
"6728","30302321","Point","Taconite Iron Ore Processing /Haul Road: Rock","Industrial Processes - Ferrous Metals",""
"6729","30302322","Point","Taconite Iron Ore Processing /Haul Road: Taconite","Industrial Processes - Ferrous Metals",""
"6730","30302325","Point","Taconite Iron Ore Processing /Primary Crusher Return Conveyor Transfer","Industrial Processes - Storage and Transfer",""
"6731","30302327","Point","Taconite Iron Ore Processing /Secondary Crushing Line (includes Feed & Discharge Pts)","Industrial Processes - Ferrous Metals",""
"6732","30302328","Point","Taconite Iron Ore Processing /Secondary Crusher Return Conveyor Transfer","Industrial Processes - Storage and Transfer",""
"6733","30302330","Point","Taconite Iron Ore Processing /Tertiary Crushing Line (includes Feed & Discharge Pts)","Industrial Processes - Ferrous Metals",""
"6734","30302331","Point","Taconite Iron Ore Processing /Tertiary Crushing Line Discharge Conveyor","Industrial Processes - Storage and Transfer",""
"6735","30302334","Point","Taconite Iron Ore Processing /Grinder Feed","Industrial Processes - Ferrous Metals",""
