"","SCC","Data.Category","Short.Name","EI.Sector","Option.Group"
"2887","2401065065","Nonpoint","Surface Coating /Electronic & Other Electrical /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2888","2401065070","Nonpoint","Surface Coating /Electronic & Other Electrical /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2889","2401065125","Nonpoint","Surface Coating /Electronic & Other Electrical /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2890","2401065130","Nonpoint","Surface Coating /Electronic & Other Electrical /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2891","2401065135","Nonpoint","Surface Coating /Electronic & Other Electrical /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2892","2401065170","Nonpoint","Surface Coating /Electronic & Other Electrical /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2893","2401065200","Nonpoint","Surface Coating /Electronic & Other Electrical /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2894","2401065210","Nonpoint","Surface Coating /Electronic & Other Electrical /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2895","2401065215","Nonpoint","Surface Coating /Electronic & Other Electrical /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2896","2401065235","Nonpoint","Surface Coating /Electronic & Other Electrical /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2897","2401065250","Nonpoint","Surface Coating /Electronic & Other Electrical /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2898","2401065275","Nonpoint","Surface Coating /Electronic & Other Electrical /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2899","2401065285","Nonpoint","Surface Coating /Electronic & Other Electrical /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2900","2401065370","Nonpoint","Surface Coating /Electronic & Other Electrical /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2901","2401065999","Nonpoint","Surface Coating /Electronic & Other Electrical /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2902","2401070000","Nonpoint","Surface Coating /Motor Vehicles /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2903","2401070030","Nonpoint","Surface Coating /Motor Vehicles /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"2904","2401070055","Nonpoint","Surface Coating /Motor Vehicles /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2905","2401070060","Nonpoint","Surface Coating /Motor Vehicles /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2906","2401070065","Nonpoint","Surface Coating /Motor Vehicles /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2907","2401070070","Nonpoint","Surface Coating /Motor Vehicles /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2908","2401070125","Nonpoint","Surface Coating /Motor Vehicles /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2909","2401070130","Nonpoint","Surface Coating /Motor Vehicles /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2910","2401070135","Nonpoint","Surface Coating /Motor Vehicles /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2911","2401070170","Nonpoint","Surface Coating /Motor Vehicles /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2912","2401070200","Nonpoint","Surface Coating /Motor Vehicles /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2913","2401070210","Nonpoint","Surface Coating /Motor Vehicles /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2914","2401070215","Nonpoint","Surface Coating /Motor Vehicles /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2915","2401070235","Nonpoint","Surface Coating /Motor Vehicles /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2916","2401070250","Nonpoint","Surface Coating /Motor Vehicles /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2917","2401070275","Nonpoint","Surface Coating /Motor Vehicles /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2918","2401070285","Nonpoint","Surface Coating /Motor Vehicles /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2919","2401070370","Nonpoint","Surface Coating /Motor Vehicles /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2920","2401070999","Nonpoint","Surface Coating /Motor Vehicles /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2921","2401075000","Nonpoint","Surface Coating /Aircraft /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2922","2401075030","Nonpoint","Surface Coating /Aircraft /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"2923","2401075055","Nonpoint","Surface Coating /Aircraft /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2924","2401075060","Nonpoint","Surface Coating /Aircraft /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2925","2401075065","Nonpoint","Surface Coating /Aircraft /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2926","2401075070","Nonpoint","Surface Coating /Aircraft /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2927","2401075125","Nonpoint","Surface Coating /Aircraft /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2928","2401075130","Nonpoint","Surface Coating /Aircraft /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2929","2401075135","Nonpoint","Surface Coating /Aircraft /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2930","2401075170","Nonpoint","Surface Coating /Aircraft /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2931","2401075200","Nonpoint","Surface Coating /Aircraft /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2932","2401075210","Nonpoint","Surface Coating /Aircraft /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2933","2401075215","Nonpoint","Surface Coating /Aircraft /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2934","2401075235","Nonpoint","Surface Coating /Aircraft /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2935","2401075250","Nonpoint","Surface Coating /Aircraft /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2936","2401075275","Nonpoint","Surface Coating /Aircraft /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2937","2401075285","Nonpoint","Surface Coating /Aircraft /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2938","2401075370","Nonpoint","Surface Coating /Aircraft /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2939","2401075999","Nonpoint","Surface Coating /Aircraft /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2940","2401080000","Nonpoint","Surface Coating /Marine /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2941","2401080030","Nonpoint","Surface Coating /Marine /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"2942","2401080055","Nonpoint","Surface Coating /Marine /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2943","2401080060","Nonpoint","Surface Coating /Marine /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2944","2401080065","Nonpoint","Surface Coating /Marine /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2945","2401080070","Nonpoint","Surface Coating /Marine /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2946","2401080125","Nonpoint","Surface Coating /Marine /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2947","2401080130","Nonpoint","Surface Coating /Marine /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2948","2401080135","Nonpoint","Surface Coating /Marine /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2949","2401080170","Nonpoint","Surface Coating /Marine /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2950","2401080200","Nonpoint","Surface Coating /Marine /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2951","2401080210","Nonpoint","Surface Coating /Marine /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2952","2401080215","Nonpoint","Surface Coating /Marine /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2953","2401080235","Nonpoint","Surface Coating /Marine /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2954","2401080250","Nonpoint","Surface Coating /Marine /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2955","2401080275","Nonpoint","Surface Coating /Marine /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2956","2401080285","Nonpoint","Surface Coating /Marine /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2957","2401080370","Nonpoint","Surface Coating /Marine /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2958","2401080999","Nonpoint","Surface Coating /Marine /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2959","2401085000","Nonpoint","Surface Coating /Railroad /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2960","2401085030","Nonpoint","Surface Coating /Railroad /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"2961","2401085055","Nonpoint","Surface Coating /Railroad /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2962","2401085060","Nonpoint","Surface Coating /Railroad /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2963","2401085065","Nonpoint","Surface Coating /Railroad /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2964","2401085070","Nonpoint","Surface Coating /Railroad /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2965","2401085125","Nonpoint","Surface Coating /Railroad /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2966","2401085130","Nonpoint","Surface Coating /Railroad /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2967","2401085135","Nonpoint","Surface Coating /Railroad /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2968","2401085170","Nonpoint","Surface Coating /Railroad /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2969","2401085200","Nonpoint","Surface Coating /Railroad /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2970","2401085210","Nonpoint","Surface Coating /Railroad /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2971","2401085215","Nonpoint","Surface Coating /Railroad /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2972","2401085235","Nonpoint","Surface Coating /Railroad /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2973","2401085250","Nonpoint","Surface Coating /Railroad /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2974","2401085275","Nonpoint","Surface Coating /Railroad /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2975","2401085285","Nonpoint","Surface Coating /Railroad /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2976","2401085370","Nonpoint","Surface Coating /Railroad /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2977","2401085999","Nonpoint","Surface Coating /Railroad /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2978","2401090000","Nonpoint","Surface Coating /Misc Manufacturing /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2979","2401090030","Nonpoint","Surface Coating /Misc Manufacturing /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"2980","2401090055","Nonpoint","Surface Coating /Misc Manufacturing /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2981","2401090060","Nonpoint","Surface Coating /Misc Manufacturing /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2982","2401090065","Nonpoint","Surface Coating /Misc Manufacturing /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2983","2401090070","Nonpoint","Surface Coating /Misc Manufacturing /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"2984","2401090125","Nonpoint","Surface Coating /Misc Manufacturing /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2985","2401090130","Nonpoint","Surface Coating /Misc Manufacturing /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2986","2401090135","Nonpoint","Surface Coating /Misc Manufacturing /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"2987","2401090170","Nonpoint","Surface Coating /Misc Manufacturing /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"2988","2401090200","Nonpoint","Surface Coating /Misc Manufacturing /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2989","2401090210","Nonpoint","Surface Coating /Misc Manufacturing /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2990","2401090215","Nonpoint","Surface Coating /Misc Manufacturing /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"2991","2401090235","Nonpoint","Surface Coating /Misc Manufacturing /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2992","2401090250","Nonpoint","Surface Coating /Misc Manufacturing /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"2993","2401090275","Nonpoint","Surface Coating /Misc Manufacturing /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2994","2401090285","Nonpoint","Surface Coating /Misc Manufacturing /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"2995","2401090370","Nonpoint","Surface Coating /Misc Manufacturing /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"2996","2401090999","Nonpoint","Surface Coating /Misc Manufacturing /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"2997","2401100000","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"2998","2401100001","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Thinning and Clean-Up of Solvent-Based Coatings","Solvent - Industrial Surface Coating & Solvent Use",""
"2999","2401100030","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"3000","2401100055","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3001","2401100060","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3002","2401100065","Nonpoint","Surface Coating /Industrial Maintenance Coatings /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3003","2401100070","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3004","2401100125","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3005","2401100130","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3006","2401100135","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3007","2401100170","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3008","2401100200","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3009","2401100210","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3010","2401100215","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3011","2401100235","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3012","2401100250","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"3013","2401100275","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3014","2401100285","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3015","2401100370","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"3016","2401100999","Nonpoint","Surface Coating /Industrial Maintenance Coatings /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"3017","2401200000","Nonpoint","Surface Coating /Other Special Purpose Coatings /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3018","2401200030","Nonpoint","Surface Coating /Other Special Purpose Coatings /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"3019","2401200055","Nonpoint","Surface Coating /Other Special Purpose Coatings /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3020","2401200060","Nonpoint","Surface Coating /Other Special Purpose Coatings /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3021","2401200065","Nonpoint","Surface Coating /Other Special Purpose Coatings /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3022","2401200070","Nonpoint","Surface Coating /Other Special Purpose Coatings /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3023","2401200125","Nonpoint","Surface Coating /Other Special Purpose Coatings /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3024","2401200130","Nonpoint","Surface Coating /Other Special Purpose Coatings /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3025","2401200135","Nonpoint","Surface Coating /Other Special Purpose Coatings /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3026","2401200170","Nonpoint","Surface Coating /Other Special Purpose Coatings /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3027","2401200200","Nonpoint","Surface Coating /Other Special Purpose Coatings /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3028","2401200210","Nonpoint","Surface Coating /Other Special Purpose Coatings /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3029","2401200215","Nonpoint","Surface Coating /Other Special Purpose Coatings /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3030","2401200235","Nonpoint","Surface Coating /Other Special Purpose Coatings /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3031","2401200250","Nonpoint","Surface Coating /Other Special Purpose Coatings /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"3032","2401200275","Nonpoint","Surface Coating /Other Special Purpose Coatings /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3033","2401200285","Nonpoint","Surface Coating /Other Special Purpose Coatings /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3034","2401200370","Nonpoint","Surface Coating /Other Special Purpose Coatings /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"3035","2401200999","Nonpoint","Surface Coating /Other Special Purpose Coatings /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"3036","2401990000","Nonpoint","Surface Coating /All Surface Coating Categories /Total: All Solvent Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3037","2401990030","Nonpoint","Surface Coating /All Surface Coating Categories /Acetone","Solvent - Industrial Surface Coating & Solvent Use",""
"3038","2401990055","Nonpoint","Surface Coating /All Surface Coating Categories /Butyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3039","2401990060","Nonpoint","Surface Coating /All Surface Coating Categories /Butyl Alcohols: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3040","2401990065","Nonpoint","Surface Coating /All Surface Coating Categories /n-Butyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3041","2401990070","Nonpoint","Surface Coating /All Surface Coating Categories /Isobutyl Alcohol","Solvent - Industrial Surface Coating & Solvent Use",""
"3042","2401990125","Nonpoint","Surface Coating /All Surface Coating Categories /Diethylene Glycol Monobutyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3043","2401990130","Nonpoint","Surface Coating /All Surface Coating Categories /Diethylene Glycol Monoethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3044","2401990135","Nonpoint","Surface Coating /All Surface Coating Categories /Diethylene Glycol Monomethyl Ether","Solvent - Industrial Surface Coating & Solvent Use",""
"3045","2401990170","Nonpoint","Surface Coating /All Surface Coating Categories /Ethyl Acetate","Solvent - Industrial Surface Coating & Solvent Use",""
"3046","2401990200","Nonpoint","Surface Coating /All Surface Coating Categories /Ethylene Glycol Monoethyl Ether (2-Ethoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3047","2401990210","Nonpoint","Surface Coating /All Surface Coating Categories /Ethylene Glycol Monomethyl Ether (2-Methoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3048","2401990215","Nonpoint","Surface Coating /All Surface Coating Categories /Ethylene Glycol Monobutyl Ether (2-Butoxyethanol)","Solvent - Industrial Surface Coating & Solvent Use",""
"3049","2401990235","Nonpoint","Surface Coating /All Surface Coating Categories /Glycol Ethers: All Types","Solvent - Industrial Surface Coating & Solvent Use",""
"3050","2401990250","Nonpoint","Surface Coating /All Surface Coating Categories /Isopropanol","Solvent - Industrial Surface Coating & Solvent Use",""
"3051","2401990275","Nonpoint","Surface Coating /All Surface Coating Categories /Methyl Ethyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3052","2401990285","Nonpoint","Surface Coating /All Surface Coating Categories /Methyl Isobutyl Ketone","Solvent - Industrial Surface Coating & Solvent Use",""
"3053","2401990370","Nonpoint","Surface Coating /All Surface Coating Categories /Special Naphthas","Solvent - Industrial Surface Coating & Solvent Use",""
"3054","2401990999","Nonpoint","Surface Coating /All Surface Coating Categories /Solvents: NEC","Solvent - Industrial Surface Coating & Solvent Use",""
"3055","2402000000","Nonpoint","Paint Strippers /Chemical Strippers /Application, Degradation, and Coating Removal Steps: Other Not Listed","Solvent - Industrial Surface Coating & Solvent Use",""
"3056","2415000000","Nonpoint","Degreasing /All Processes/All Industries /Total: All Solvent Types","Solvent - Degreasing",""
"3057","2415000300","Nonpoint","Degreasing /All Processes/All Industries /Monochlorobenzene","Solvent - Degreasing","Poultry"
"3058","2415000350","Nonpoint","Degreasing /All Processes/All Industries /Perchloroethylene","Solvent - Degreasing",""
"3059","2415000370","Nonpoint","Degreasing /All Processes/All Industries /Special Naphthas","Solvent - Degreasing",""
"3060","2415000385","Nonpoint","Degreasing /All Processes/All Industries /Trichloroethylene","Solvent - Degreasing",""
"3061","2415000999","Nonpoint","Degreasing /All Processes/All Industries /Solvents: NEC","Solvent - Degreasing",""
"3062","2415005000","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Total: All Solvent Types","Solvent - Degreasing",""
"3063","2415005300","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Monochlorobenzene","Solvent - Degreasing",""
"3064","2415005350","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Perchloroethylene","Solvent - Degreasing",""
"3065","2415005370","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Special Naphthas","Solvent - Degreasing",""
"3066","2415005385","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Trichloroethylene","Solvent - Degreasing",""
"3067","2415005999","Nonpoint","Degreasing /Furniture & Fixtures: All Processes /Solvents: NEC","Solvent - Degreasing",""
"3068","2415010000","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Total: All Solvent Types","Solvent - Degreasing",""
"3069","2415010300","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Monochlorobenzene","Solvent - Degreasing",""
"3070","2415010350","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Perchloroethylene","Solvent - Degreasing",""
"3071","2415010370","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Special Naphthas","Solvent - Degreasing",""
"3072","2415010385","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Trichloroethylene","Solvent - Degreasing",""
"3073","2415010999","Nonpoint","Degreasing /Primary Metal Industries: All Processes /Solvents: NEC","Solvent - Degreasing",""
"3074","2415015000","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Total: All Solvent Types","Solvent - Degreasing",""
"3075","2415015300","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Monochlorobenzene","Solvent - Degreasing",""
"3076","2415015350","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Perchloroethylene","Solvent - Degreasing",""
"3077","2415015370","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Special Naphthas","Solvent - Degreasing",""
"3078","2415015385","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Trichloroethylene","Solvent - Degreasing",""
"3079","2415015999","Nonpoint","Degreasing /Secondary Metal Industries: All Processes /Solvents: NEC","Solvent - Degreasing",""
"3080","2415020000","Nonpoint","Degreasing /Fabricated Metal Products: All Processes /Total: All Solvent Types","Solvent - Degreasing",""
"3081","2415020300","Nonpoint","Degreasing /Fabricated Metal Products: All Processes /Monochlorobenzene","Solvent - Degreasing",""
"3082","2415020350","Nonpoint","Degreasing /Fabricated Metal Products: All Processes /Perchloroethylene","Solvent - Degreasing",""
"3083","2415020370","Nonpoint","Degreasing /Fabricated Metal Products: All Processes /Special Naphthas","Solvent - Degreasing",""
